index,country,province
97460,New Zealand,Marlborough
97461,Australia,South Australia
97462,US,Washington
97463,US,California
97464,US,Washington
97465,Austria,Wachau
97466,Italy,Tuscany
97467,Italy,Central Italy
97468,Austria,Wachau
97469,US,Washington
97470,US,California
97471,US,California
97472,France,Southwest France
97473,US,California
97474,Chile,Central Valley
97475,Chile,Colchagua Valley
97476,Portugal,Port
97477,US,California
97478,Austria,Burgenland
97479,Portugal,Port
97480,US,California
97481,US,California
97482,Chile,Curicó Valley
97483,US,California
97484,US,California
97485,US,California
97486,US,California
97487,Portugal,Port
97488,Portugal,Port
97489,US,California
97490,US,California
97491,US,California
97492,US,Washington
97493,US,California
97494,US,California
97495,France,Southwest France
97496,US,Washington
97497,Chile,Curicó Valley
97498,US,California
97499,Chile,Colchagua Valley
97500,Australia,Western Australia
97501,Italy,Piedmont
97502,US,Washington
97503,Italy,Piedmont
97504,US,Washington
97505,New Zealand,Marlborough
97506,US,California
97507,Italy,Piedmont
97508,US,Washington
97509,US,Washington
97510,Italy,Piedmont
97511,US,California
97512,US,Washington
97513,US,Washington
97514,US,Washington
97515,US,Washington
97516,US,Washington
97517,South Africa,Tradouw
97518,Italy,Piedmont
97519,US,California
97520,Italy,Piedmont
97521,Italy,Piedmont
97522,US,California
97523,France,Provence
97524,France,Southwest France
97525,Italy,Piedmont
97526,US,California
97527,US,California
97528,Italy,Piedmont
97529,US,California
97530,France,Rhône Valley
97531,US,California
97532,US,Massachusetts
97533,Spain,Northern Spain
97534,Argentina,Mendoza Province
97535,US,Washington
97536,US,California
97537,France,Alsace
97538,US,Virginia
97539,Italy,Lombardy
97540,Spain,Northern Spain
97541,Spain,Catalonia
97542,Spain,Northern Spain
97543,US,California
97544,US,Virginia
97545,US,Washington
97546,US,California
97547,Spain,Northern Spain
97548,US,California
97549,Argentina,Mendoza Province
97550,US,Virginia
97551,US,California
97552,Spain,Northern Spain
97553,US,Virginia
97554,US,California
97555,France,Alsace
97556,Argentina,Mendoza Province
97557,Spain,Spain Other
97558,US,California
97559,US,Virginia
97560,US,California
97561,Italy,Tuscany
97562,France,Southwest France
97563,France,Southwest France
97564,Spain,Northern Spain
97565,US,California
97566,Italy,Tuscany
97567,France,Southwest France
97568,France,Provence
97569,Italy,Central Italy
97570,Italy,Central Italy
97571,Italy,Tuscany
97572,US,California
97573,Portugal,Alentejano
97574,US,California
97575,US,California
97576,US,California
97577,US,California
97578,US,California
97579,US,California
97580,US,California
97581,Spain,Northern Spain
97582,Mexico,Valle de Guadalupe
97583,Spain,Catalonia
97584,Portugal,Setubal
97585,Spain,Catalonia
97586,US,California
97587,Italy,Tuscany
97588,France,Southwest France
97589,France,Rhône Valley
97590,US,Idaho
97591,France,Burgundy
97592,Spain,Northern Spain
97593,US,California
97594,US,California
97595,US,California
97596,US,California
97597,US,California
97598,US,Arizona
97599,Spain,Central Spain
97600,Spain,Northern Spain
97601,Spain,Central Spain
97602,US,New York
97603,US,California
97604,US,Michigan
97605,US,California
97606,Spain,Northern Spain
97607,US,California
97608,US,California
97609,Spain,Northern Spain
97610,Spain,Levante
97611,US,California
97612,Spain,Andalucia
97613,Spain,Northern Spain
97614,US,California
97615,US,Idaho
97616,US,California
97617,US,California
97618,US,California
97619,Spain,Northern Spain
97620,New Zealand,Martinborough
97621,South Africa,Western Cape
97622,Spain,Andalucia
97623,US,California
97624,US,Oregon
97625,Australia,South Australia
97626,US,California
97627,US,California
97628,Germany,Rheingau
97629,US,Oregon
97630,Italy,Veneto
97631,US,California
97632,Germany,Mosel
97633,New Zealand,Martinborough
97634,France,Bordeaux
97635,US,Oregon
97636,New Zealand,Hawke's Bay
97637,France,Bordeaux
97638,Italy,Lombardy
97639,Italy,Lombardy
97640,US,California
97641,US,Oregon
97642,South Africa,Western Cape
97643,Spain,Northern Spain
97644,France,Bordeaux
97645,France,Bordeaux
97646,New Zealand,Martinborough
97647,New Zealand,Hawke's Bay
97648,France,Bordeaux
97649,US,Oregon
97650,Italy,Tuscany
97651,US,California
97652,France,Beaujolais
97653,France,Loire Valley
97654,Australia,Victoria
97655,France,Beaujolais
97656,South Africa,Stellenbosch
97657,US,California
97658,Italy,Tuscany
97659,Australia,South Australia
97660,Australia,South Australia
97661,New Zealand,Martinborough
97662,Italy,Tuscany
97663,France,Beaujolais
97664,Portugal,Douro
97665,US,California
97666,France,Loire Valley
97667,Italy,Tuscany
97668,US,California
97669,Italy,Tuscany
97670,Chile,Colchagua Valley
97671,New Zealand,Nelson
97672,US,California
97673,Italy,Tuscany
97674,US,California
97675,Portugal,Douro
97676,France,Beaujolais
97677,France,Loire Valley
97678,France,Loire Valley
97679,US,California
97680,New Zealand,Marlborough
97681,Italy,Tuscany
97682,France,Bordeaux
97683,France,Bordeaux
97684,France,Bordeaux
97685,Israel,Upper Galilee
97686,US,California
97687,Italy,Tuscany
97688,Italy,Tuscany
97689,US,Washington
97690,Italy,Tuscany
97691,Italy,Tuscany
97692,Italy,Tuscany
97693,Italy,Tuscany
97694,Italy,Tuscany
97695,US,Washington
97696,Italy,Tuscany
97697,Portugal,Port
97698,Portugal,Port
97699,Portugal,Port
97700,Italy,Tuscany
97701,Italy,Tuscany
97702,France,Bordeaux
97703,Italy,Tuscany
97704,Spain,Northern Spain
97705,US,California
97706,US,California
97707,New Zealand,Hawke's Bay
97708,US,California
97709,Italy,Tuscany
97710,France,Bordeaux
97711,France,Bordeaux
97712,France,Bordeaux
97713,France,Bordeaux
97714,France,Languedoc-Roussillon
97715,France,Bordeaux
97716,US,Washington
97717,Italy,Southern Italy
97718,Italy,Tuscany
97719,Italy,Southern Italy
97720,Chile,Casablanca Valley
97721,Chile,Casablanca Valley
97722,Austria,Wachau
97723,Germany,Mosel-Saar-Ruwer
97724,US,Washington
97725,US,California
97726,Germany,Nahe
97727,Germany,Rheingau
97728,Australia,South Australia
97729,Italy,Veneto
97730,US,California
97731,Chile,Casablanca Valley
97732,US,Washington
97733,US,California
97734,Italy,Southern Italy
97735,US,California
97736,US,California
97737,US,Washington
97738,Italy,Northeastern Italy
97739,France,Languedoc-Roussillon
97740,Australia,South Australia
97741,Austria,Wachau
97742,France,Burgundy
97743,Hungary,Tokaj
97744,Italy,Tuscany
97745,Australia,South Australia
97746,Austria,Wachau
97747,US,California
97748,US,Washington
97749,New Zealand,Marlborough
97750,US,Washington
97751,US,Washington
97752,US,California
97753,Italy,Northeastern Italy
97754,Italy,Central Italy
97755,France,Burgundy
97756,US,California
97757,Australia,South Australia
97758,New Zealand,Central Otago
97759,US,California
97760,US,California
97761,Chile,Colchagua Valley
97762,Italy,Tuscany
97763,Austria,Wachau
97764,Italy,Tuscany
97765,US,California
97766,US,California
97767,Chile,Colchagua Valley
97768,US,California
97769,US,California
97770,Portugal,Port
97771,US,California
97772,US,California
97773,US,Washington
97774,US,Washington
97775,US,California
97776,US,California
97777,France,Southwest France
97778,Chile,Cachapoal Valley
97779,US,California
97780,US,California
97781,US,California
97782,Chile,Elqui Valley
97783,US,California
97784,US,California
97785,Chile,San Antonio
97786,Chile,Curicó Valley
97787,US,California
97788,Chile,Limarí Valley
97789,US,Washington
97790,US,Washington
97791,US,California
97792,Austria,Mittelburgenland
97793,US,Washington
97794,US,California
97795,US,California
97796,US,California
97797,Chile,Limarí Valley
97798,Chile,Maipo Valley
97799,US,Washington
97800,US,Washington
97801,US,California
97802,US,California
97803,Australia,South Australia
97804,Italy,Piedmont
97805,Italy,Piedmont
97806,South Africa,Stellenbosch
97807,Italy,Piedmont
97808,US,Washington
97809,France,Provence
97810,US,California
97811,New Zealand,Marlborough
97812,Italy,Piedmont
97813,France,Provence
97814,France,Southwest France
97815,Italy,Piedmont
97816,US,Washington
97817,Italy,Piedmont
97818,US,Washington
97819,Italy,Piedmont
97820,US,Washington
97821,France,Southwest France
97822,New Zealand,Marlborough
97823,Italy,Piedmont
97824,France,Provence
97825,Italy,Piedmont
97826,US,Washington
97827,Italy,Piedmont
97828,Australia,Western Australia
97829,South Africa,Stellenbosch
97830,US,California
97831,US,Virginia
97832,US,Washington
97833,Spain,Catalonia
97834,US,California
97835,US,California
97836,US,Virginia
97837,Spain,Northern Spain
97838,US,California
97839,Argentina,Mendoza Province
97840,US,California
97841,France,Alsace
97842,US,California
97843,US,California
97844,Spain,Northern Spain
97845,Argentina,Mendoza Province
97846,US,California
97847,US,Texas
97848,Argentina,Mendoza Province
97849,US,California
97850,US,California
97851,Spain,Northern Spain
97852,US,California
97853,US,Washington
97854,US,California
97855,US,Virginia
97856,Argentina,Other
97857,France,Alsace
97858,US,California
97859,US,California
97860,US,California
97861,US,California
97862,Argentina,Mendoza Province
97863,US,California
97864,US,California
97865,Italy,Tuscany
97866,Italy,Central Italy
97867,Italy,Central Italy
97868,Argentina,Mendoza Province
97869,US,California
97870,Italy,Central Italy
97871,Italy,Central Italy
97872,Portugal,Vinho Verde
97873,Mexico,Valle de Guadalupe
97874,Italy,Central Italy
97875,US,California
97876,US,Oregon
97877,Spain,Northern Spain
97878,US,California
97879,Italy,Central Italy
97880,US,California
97881,US,California
97882,Spain,Northern Spain
97883,Portugal,Port
97884,Italy,Central Italy
97885,US,California
97886,Italy,Tuscany
97887,Portugal,Lisboa
97888,Italy,Tuscany
97889,France,Southwest France
97890,US,California
97891,US,Oregon
97892,Spain,Catalonia
97893,Spain,Northern Spain
97894,Spain,Central Spain
97895,US,California
97896,Spain,Northern Spain
97897,Spain,Central Spain
97898,US,California
97899,US,California
97900,Spain,Central Spain
97901,Spain,Northern Spain
97902,US,California
97903,US,California
97904,US,California
97905,US,California
97906,US,California
97907,US,California
97908,Spain,Northern Spain
97909,US,Oregon
97910,US,California
97911,US,California
97912,France,Burgundy
97913,Spain,Central Spain
97914,US,California
97915,US,California
97916,US,California
97917,US,California
97918,Spain,Central Spain
97919,US,California
97920,South Africa,Coastal Region
97921,US,California
97922,US,California
97923,France,Bordeaux
97924,France,Bordeaux
97925,Australia,Western Australia
97926,US,Oregon
97927,New Zealand,Marlborough
97928,New Zealand,Marlborough
97929,US,California
97930,Italy,Lombardy
97931,France,Alsace
97932,France,Alsace
97933,Germany,Rheingau
97934,New Zealand,Nelson
97935,South Africa,Western Cape
97936,New Zealand,Martinborough
97937,Italy,Lombardy
97938,Hungary,Villány
97939,US,Oregon
97940,France,Bordeaux
97941,US,Oregon
97942,US,California
97943,France,Bordeaux
97944,France,Bordeaux
97945,US,California
97946,Australia,New South Wales
97947,Italy,Lombardy
97948,Italy,Veneto
97949,Australia,South Australia
97950,Italy,Tuscany
97951,US,California
97952,Portugal,Douro
97953,South Africa,Stellenbosch
97954,Chile,Aconcagua Valley
97955,US,California
97956,Italy,Tuscany
97957,US,California
97958,France,Beaujolais
97959,US,California
97960,Australia,South Australia
97961,Italy,Tuscany
97962,Australia,South Australia
97963,Australia,South Australia
97964,France,Beaujolais
97965,US,California
97966,New Zealand,Marlborough
97967,US,California
97968,South Africa,Groenekloof
97969,South Africa,Stellenbosch
97970,Portugal,Douro
97971,Portugal,Douro
97972,Italy,Tuscany
97973,Italy,Tuscany
97974,South Africa,Franschhoek
97975,Chile,Central Valley
97976,Australia,Western Australia
97977,Australia,South Australia
97978,US,California
97979,France,Loire Valley
97980,US,California
97981,Chile,Casablanca Valley
97982,US,California
97983,Israel,Galilee
97984,US,Washington
97985,Italy,Tuscany
97986,US,New York
97987,Italy,Tuscany
97988,Israel,Galilee
97989,France,Bordeaux
97990,France,Bordeaux
97991,Italy,Tuscany
97992,Italy,Tuscany
97993,Italy,Tuscany
97994,Italy,Tuscany
97995,Italy,Tuscany
97996,Italy,Tuscany
97997,Portugal,Dão
97998,New Zealand,Marlborough
97999,US,New York
98000,US,Washington
98001,Spain,Catalonia
98002,New Zealand,Martinborough
98003,Spain,Northern Spain
98004,Portugal,Douro
98005,Italy,Tuscany
98006,Italy,Tuscany
98007,US,California
98008,US,California
98009,US,California
98010,US,California
98011,US,California
98012,Australia,South Australia
98013,France,Burgundy
98014,US,California
98015,US,Washington
98016,US,California
98017,New Zealand,Central Otago
98018,Austria,Wachau
98019,US,Washington
98020,US,California
98021,Australia,South Australia
98022,US,Washington
98023,Chile,Colchagua Valley
98024,US,California
98025,Austria,Wachau
98026,Italy,Central Italy
98027,Austria,Wachau
98028,US,California
98029,US,Washington
98030,France,Burgundy
98031,US,Washington
98032,US,California
98033,Australia,South Australia
98034,New Zealand,Hawke's Bay
98035,Chile,Casablanca Valley
98036,Austria,Wachau
98037,Chile,Colchagua Valley
98038,Italy,Central Italy
98039,Austria,Wachau
98040,Italy,Southern Italy
98041,France,Bordeaux
98042,France,Bordeaux
98043,France,Bordeaux
98044,Italy,Southern Italy
98045,South Africa,Western Cape
98046,New Zealand,Marlborough
98047,US,Washington
98048,US,California
98049,Austria,Burgenland
98050,Australia,South Australia
98051,US,California
98052,US,California
98053,US,California
98054,US,Washington
98055,Italy,Veneto
98056,US,California
98057,Italy,Veneto
98058,Italy,Southern Italy
98059,US,Washington
98060,Italy,Northeastern Italy
98061,Chile,Leyda Valley
98062,Austria,Burgenland
98063,Austria,Burgenland
98064,New Zealand,Marlborough
98065,US,Washington
98066,Italy,Sicily & Sardinia
98067,Italy,Tuscany
98068,New Zealand,Marlborough
98069,US,Washington
98070,US,California
98071,US,California
98072,US,California
98073,US,Washington
98074,US,California
98075,US,California
98076,France,Southwest France
98077,US,Washington
98078,Chile,Casablanca Valley
98079,US,California
98080,US,California
98081,Chile,Elqui Valley
98082,US,California
98083,US,California
98084,US,California
98085,US,Washington
98086,Chile,Central Valley
98087,US,California
98088,US,California
98089,US,California
98090,Chile,Casablanca Valley
98091,US,Washington
98092,US,California
98093,US,California
98094,US,California
98095,France,Southwest France
98096,US,California
98097,US,California
98098,US,California
98099,US,California
98100,New Zealand,Marlborough
98101,Italy,Piedmont
98102,South Africa,Coastal Region
98103,Italy,Piedmont
98104,Italy,Piedmont
98105,Australia,South Australia
98106,Italy,Piedmont
98107,Italy,Piedmont
98108,US,Washington
98109,Italy,Piedmont
98110,Italy,Piedmont
98111,France,Provence
98112,Australia,South Australia
98113,Chile,Colchagua Valley
98114,Australia,South Australia
98115,US,Washington
98116,US,Washington
98117,Australia,South Australia
98118,New Zealand,Marlborough
98119,US,Washington
98120,US,California
98121,Chile,Colchagua Valley
98122,US,California
98123,Italy,Piedmont
98124,Italy,Piedmont
98125,US,California
98126,Italy,Piedmont
98127,Australia,South Australia
98128,Chile,Maipo Valley
98129,Italy,Piedmont
98130,Spain,Northern Spain
98131,Austria,Neusiedlersee
98132,Argentina,Mendoza Province
98133,US,Virginia
98134,US,California
98135,US,California
98136,US,California
98137,US,California
98138,US,California
98139,US,California
98140,France,Rhône Valley
98141,US,California
98142,US,California
98143,US,California
98144,US,Virginia
98145,Spain,Northern Spain
98146,Argentina,Mendoza Province
98147,US,California
98148,Spain,Northern Spain
98149,US,Washington
98150,US,Virginia
98151,US,California
98152,Spain,Northern Spain
98153,US,California
98154,US,California
98155,Spain,Northern Spain
98156,Spain,Northern Spain
98157,Argentina,Other
98158,France,Alsace
98159,Argentina,Other
98160,Argentina,Mendoza Province
98161,Italy,Central Italy
98162,Italy,Central Italy
98163,US,California
98164,France,Rhône Valley
98165,US,California
98166,US,California
98167,Portugal,Lisboa
98168,Italy,Central Italy
98169,Argentina,Mendoza Province
98170,Italy,Central Italy
98171,Portugal,Alentejano
98172,Italy,Tuscany
98173,US,California
98174,US,California
98175,Spain,Northern Spain
98176,US,California
98177,US,California
98178,Italy,Tuscany
98179,Italy,Tuscany
98180,Argentina,Mendoza Province
98181,US,California
98182,US,Oregon
98183,US,California
98184,Portugal,Douro
98185,US,California
98186,Italy,Central Italy
98187,US,California
98188,US,California
98189,Portugal,Alentejano
98190,US,California
98191,US,California
98192,US,California
98193,US,California
98194,US,California
98195,US,California
98196,Australia,New South Wales
98197,Spain,Central Spain
98198,Spain,Northern Spain
98199,US,California
98200,US,California
98201,US,California
98202,US,California
98203,US,California
98204,US,California
98205,US,California
98206,Spain,Catalonia
98207,US,California
98208,US,California
98209,Spain,Northern Spain
98210,Spain,Central Spain
98211,US,California
98212,US,California
98213,Spain,Central Spain
98214,US,California
98215,US,California
98216,US,California
98217,US,California
98218,Spain,Central Spain
98219,Spain,Central Spain
98220,Australia,South Australia
98221,France,Alsace
98222,US,California
98223,New Zealand,Marlborough
98224,Germany,Rheingau
98225,Italy,Lombardy
98226,US,Oregon
98227,New Zealand,Martinborough
98228,France,Bordeaux
98229,New Zealand,Hawke's Bay
98230,US,Oregon
98231,New Zealand,Martinborough
98232,US,California
98233,US,California
98234,Italy,Lombardy
98235,Spain,Catalonia
98236,Hungary,Villány
98237,Australia,South Australia
98238,US,Oregon
98239,Italy,Northeastern Italy
98240,South Africa,Stellenbosch
98241,France,Alsace
98242,France,Bordeaux
98243,Italy,Lombardy
98244,US,California
98245,Greece,Attica
98246,Italy,Northeastern Italy
98247,France,Alsace
98248,France,Bordeaux
98249,US,California
98250,South Africa,Robertson
98251,Italy,Tuscany
98252,New Zealand,Marlborough
98253,US,California
98254,Italy,Tuscany
98255,US,California
98256,Italy,Tuscany
98257,US,California
98258,South Africa,Stellenbosch
98259,Italy,Tuscany
98260,South Africa,Coastal Region
98261,France,Loire Valley
98262,France,Beaujolais
98263,Portugal,Douro
98264,New Zealand,Gisborne
98265,US,California
98266,Portugal,Douro
98267,South Africa,Stellenbosch
98268,US,California
98269,Italy,Tuscany
98270,France,Beaujolais
98271,Portugal,Douro
98272,Italy,Tuscany
98273,US,California
98274,Chile,Central Valley
98275,Australia,South Australia
98276,South Africa,Robertson
98277,US,California
98278,Italy,Tuscany
98279,US,California
98280,Portugal,Port
98281,Portugal,Douro
98282,US,California
98283,Italy,Tuscany
98284,France,Bordeaux
98285,Italy,Tuscany
98286,Italy,Tuscany
98287,France,Bordeaux
98288,Israel,Samson
98289,Italy,Tuscany
98290,US,Washington
98291,US,New York
98292,US,Washington
98293,US,California
98294,France,Bordeaux
98295,Spain,Galicia
98296,US,California
98297,Chile,Limarí Valley
98298,France,Bordeaux
98299,Italy,Tuscany
98300,Italy,Tuscany
98301,Portugal,Lisboa
98302,Portugal,Douro
98303,Italy,Tuscany
98304,US,California
98305,US,California
98306,Italy,Tuscany
98307,Chile,San Antonio
98308,Italy,Tuscany
98309,US,California
98310,US,Washington
98311,France,Burgundy
98312,Austria,Wachau
98313,Italy,Central Italy
98314,France,Loire Valley
98315,US,Washington
98316,Argentina,Other
98317,Argentina,Mendoza Province
98318,US,California
98319,Italy,Central Italy
98320,US,Washington
98321,France,Burgundy
98322,US,California
98323,Italy,Central Italy
98324,US,Washington
98325,US,Washington
98326,US,Washington
98327,US,California
98328,US,California
98329,New Zealand,Marlborough
98330,Australia,South Australia
98331,US,California
98332,US,California
98333,Austria,Wachau
98334,US,Washington
98335,US,Washington
98336,Italy,Tuscany
98337,US,California
98338,New Zealand,Marlborough
98339,US,California
98340,Italy,Southern Italy
98341,France,Bordeaux
98342,France,Bordeaux
98343,France,Bordeaux
98344,Italy,Tuscany
98345,US,California
98346,Italy,Veneto
98347,Italy,Tuscany
98348,US,California
98349,Chile,Casablanca Valley
98350,New Zealand,South Island
98351,South Africa,Stellenbosch
98352,US,Washington
98353,US,California
98354,Germany,Mosel-Saar-Ruwer
98355,US,California
98356,US,Washington
98357,South Africa,Stellenbosch
98358,US,Washington
98359,US,Washington
98360,US,Washington
98361,France,Bordeaux
98362,France,Bordeaux
98363,US,California
98364,Italy,Southern Italy
98365,Austria,Burgenland
98366,Austria,Burgenland
98367,US,Washington
98368,Italy,Northeastern Italy
98369,US,California
98370,US,California
98371,US,California
98372,US,California
98373,US,Washington
98374,US,Washington
98375,US,Washington
98376,US,California
98377,US,California
98378,US,California
98379,US,California
98380,Chile,Maipo Valley
98381,US,California
98382,US,California
98383,US,California
98384,US,California
98385,US,California
98386,US,California
98387,US,California
98388,US,California
98389,US,California
98390,Chile,Maule Valley
98391,US,California
98392,US,California
98393,US,Washington
98394,Chile,Molina
98395,US,Washington
98396,US,California
98397,US,California
98398,Chile,Colchagua Valley
98399,US,California
98400,Italy,Piedmont
98401,US,California
98402,US,Washington
98403,Italy,Piedmont
98404,New Zealand,Marlborough
98405,Chile,Casablanca Valley
98406,Italy,Piedmont
98407,Italy,Piedmont
98408,Italy,Piedmont
98409,France,Provence
98410,France,Southwest France
98411,US,Washington
98412,Italy,Piedmont
98413,Italy,Piedmont
98414,France,Southwest France
98415,Italy,Piedmont
98416,Italy,Piedmont
98417,US,California
98418,Italy,Piedmont
98419,US,California
98420,Italy,Piedmont
98421,Chile,Colchagua Valley
98422,US,Washington
98423,Italy,Piedmont
98424,Italy,Piedmont
98425,Italy,Piedmont
98426,Australia,South Australia
98427,South Africa,Coastal Region
98428,US,Washington
98429,US,California
98430,US,California
98431,US,California
98432,Argentina,Mendoza Province
98433,Argentina,Mendoza Province
98434,US,California
98435,US,California
98436,Spain,Northern Spain
98437,US,Virginia
98438,Argentina,Mendoza Province
98439,US,California
98440,France,Champagne
98441,US,California
98442,US,California
98443,US,California
98444,US,California
98445,US,California
98446,US,California
98447,US,California
98448,France,Champagne
98449,France,Champagne
98450,US,Oregon
98451,US,California
98452,US,California
98453,US,California
98454,US,California
98455,US,Oregon
98456,Italy,Northeastern Italy
98457,France,Champagne
98458,US,California
98459,US,Oregon
98460,Argentina,Mendoza Province
98461,France,Southwest France
98462,Italy,Tuscany
98463,US,Oregon
98464,Italy,Central Italy
98465,US,California
98466,Spain,Northern Spain
98467,Spain,Catalonia
98468,Spain,Catalonia
98469,US,California
98470,Italy,Tuscany
98471,Italy,Tuscany
98472,France,Southwest France
98473,Italy,Tuscany
98474,US,California
98475,Italy,Tuscany
98476,Italy,Central Italy
98477,Italy,Tuscany
98478,Italy,Tuscany
98479,Italy,Central Italy
98480,US,California
98481,France,Rhône Valley
98482,US,California
98483,Italy,Central Italy
98484,Argentina,Mendoza Province
98485,Mexico,Valle de Guadalupe
98486,US,California
98487,US,California
98488,US,California
98489,Italy,Central Italy
98490,Spain,Central Spain
98491,Spain,Central Spain
98492,Spain,Central Spain
98493,US,California
98494,US,California
98495,France,Loire Valley
98496,US,Washington
98497,France,Loire Valley
98498,US,California
98499,US,Washington
98500,US,California
98501,US,California
98502,US,Washington
98503,Italy,Central Italy
98504,US,Washington
98505,US,California
98506,US,California
98507,France,Loire Valley
98508,US,California
98509,US,California
98510,US,California
98511,US,Washington
98512,France,Loire Valley
98513,France,Loire Valley
98514,US,California
98515,France,Loire Valley
98516,US,California
98517,US,Washington
98518,US,California
98519,Italy,Central Italy
98520,France,Alsace
98521,New Zealand,Central Otago
98522,Italy,Lombardy
98523,France,Bordeaux
98524,US,California
98525,South Africa,Coastal Region
98526,US,California
98527,Spain,Andalucia
98528,South Africa,Constantia
98529,US,Oregon
98530,US,California
98531,US,Oregon
98532,Italy,Veneto
98533,New Zealand,Marlborough
98534,France,Bordeaux
98535,Italy,Veneto
98536,Italy,Lombardy
98537,Italy,Lombardy
98538,US,California
98539,Italy,Lombardy
98540,New Zealand,Martinborough
98541,Australia,Western Australia
98542,US,California
98543,Spain,Northern Spain
98544,US,California
98545,Australia,South Australia
98546,France,Bordeaux
98547,France,Bordeaux
98548,France,Bordeaux
98549,Germany,Mosel
98550,US,California
98551,Australia,South Australia
98552,France,Loire Valley
98553,Italy,Tuscany
98554,Italy,Tuscany
98555,South Africa,Coastal Region
98556,US,California
98557,New Zealand,Marlborough
98558,Portugal,Douro
98559,US,California
98560,New Zealand,Marlborough
98561,Chile,Colchagua Valley
98562,US,California
98563,US,California
98564,South Africa,Stellenbosch
98565,Chile,Colchagua Valley
98566,South Africa,Stellenbosch
98567,Italy,Tuscany
98568,Portugal,Douro
98569,US,California
98570,Portugal,Douro
98571,Chile,Bío Bío Valley
98572,US,California
98573,New Zealand,Waipara Valley
98574,South Africa,Robertson
98575,US,California
98576,South Africa,Stellenbosch
98577,US,California
98578,Italy,Tuscany
98579,New Zealand,Wairau Valley
98580,US,California
98581,Italy,Central Italy
98582,Italy,Central Italy
98583,Italy,Central Italy
98584,Austria,Wachau
98585,New Zealand,Marlborough
98586,US,California
98587,US,California
98588,Italy,Northeastern Italy
98589,US,California
98590,Italy,Tuscany
98591,Hungary,Villány
98592,US,Washington
98593,Chile,Maule Valley
98594,Argentina,Mendoza Province
98595,US,California
98596,US,California
98597,Italy,Tuscany
98598,US,Washington
98599,Italy,Central Italy
98600,US,California
98601,Italy,Northeastern Italy
98602,US,California
98603,New Zealand,Martinborough
98604,Argentina,Mendoza Province
98605,New Zealand,Hawke's Bay
98606,US,California
98607,US,Washington
98608,New Zealand,South Island
98609,Australia,South Australia
98610,Portugal,Port
98611,US,California
98612,France,Bordeaux
98613,France,Bordeaux
98614,France,Bordeaux
98615,France,Bordeaux
98616,France,Bordeaux
98617,France,Bordeaux
98618,New Zealand,Central Otago
98619,Portugal,Port
98620,US,California
98621,US,California
98622,US,California
98623,Italy,Tuscany
98624,US,California
98625,Portugal,Port
98626,Italy,Tuscany
98627,New Zealand,Central Otago
98628,Portugal,Alentejano
98629,Israel,Judean Hills
98630,Italy,Tuscany
98631,France,Bordeaux
98632,US,Washington
98633,Spain,Levante
98634,New Zealand,Martinborough
98635,France,Bordeaux
98636,Italy,Tuscany
98637,US,California
98638,Italy,Tuscany
98639,New Zealand,Marlborough
98640,US,Washington
98641,US,Washington
98642,US,California
98643,US,California
98644,Chile,Curicó Valley
98645,US,California
98646,Chile,Colchagua Valley
98647,US,California
98648,Australia,South Australia
98649,US,California
98650,US,California
98651,US,California
98652,US,California
98653,US,California
98654,US,California
98655,Italy,Piedmont
98656,US,California
98657,Italy,Piedmont
98658,US,California
98659,Australia,South Australia
98660,US,California
98661,US,California
98662,Italy,Piedmont
98663,US,California
98664,Spain,Northern Spain
98665,US,California
98666,US,California
98667,Italy,Piedmont
98668,US,California
98669,US,California
98670,Australia,Western Australia
98671,Australia,South Australia
98672,New Zealand,Marlborough
98673,Australia,South Australia
98674,Italy,Piedmont
98675,Italy,Piedmont
98676,Italy,Piedmont
98677,France,Southwest France
98678,Chile,Colchagua Valley
98679,Italy,Piedmont
98680,Chile,Central Valley
98681,Italy,Piedmont
98682,US,California
98683,Italy,Piedmont
98684,US,Washington
98685,Italy,Piedmont
98686,New Zealand,Marlborough
98687,Chile,Casablanca Valley
98688,New Zealand,Marlborough
98689,Italy,Piedmont
98690,Italy,Piedmont
98691,Australia,Victoria
98692,Italy,Piedmont
98693,France,Provence
98694,France,Provence
98695,Italy,Piedmont
98696,Australia,South Australia
98697,Italy,Piedmont
98698,France,Southwest France
98699,Italy,Piedmont
98700,US,California
98701,US,California
98702,France,Champagne
98703,US,California
98704,Italy,Sicily & Sardinia
98705,Portugal,Douro
98706,Italy,Central Italy
98707,US,Oregon
98708,US,California
98709,US,Oregon
98710,France,Champagne
98711,US,California
98712,Portugal,Dão
98713,US,California
98714,France,Champagne
98715,Portugal,Douro
98716,France,Champagne
98717,US,California
98718,Italy,Veneto
98719,US,Oregon
98720,US,California
98721,France,Champagne
98722,France,Champagne
98723,US,California
98724,France,Champagne
98725,US,California
98726,France,Champagne
98727,US,California
98728,Italy,Northeastern Italy
98729,US,California
98730,US,California
98731,Spain,Northern Spain
98732,US,California
98733,Portugal,Lisboa
98734,France,Southwest France
98735,US,California
98736,Italy,Central Italy
98737,France,Languedoc-Roussillon
98738,Portugal,Alentejano
98739,Portugal,Alentejano
98740,US,California
98741,US,California
98742,Spain,Catalonia
98743,Argentina,Mendoza Province
98744,US,California
98745,US,California
98746,Spain,Northern Spain
98747,US,California
98748,US,California
98749,US,California
98750,Spain,Northern Spain
98751,US,Oregon
98752,France,Rhône Valley
98753,France,France Other
98754,US,California
98755,US,California
